stage_id,lead_time,max_s_time,cost_rate,risk_pool,ext_demand_mean,ext_demand_std,ext_demand_thres,up_stages
Manuf_0001,30,,80.0,2,,,
Manuf_0002,14,,12.0,2,,,,Trans_0001,1
Manuf_0003,14,,12.0,2,,,,Trans_0002,1
Manuf_0004,14,,12.0,2,,,,Trans_0003,1
Manuf_0005,14,,12.0,2,,,,Trans_0004,1
Retail_0001,5,20,0.0,,4000.0,7500.0,1.751,Manuf_0002,1
Retail_0002,5,20,0.0,,2000.0,3500.0,1.751,Manuf_0003,1
Retail_0003,5,20,0.0,,8000.0,9000.0,1.751,Manuf_0004,1,Manuf_0005,1
Retail_0004,5,20,0.0,,700.0,1400.0,1.751,Manuf_0005,1
Trans_0001,15,,0.55,2,,,,Manuf_0001,1
Trans_0002,15,,0.5,2,,,,Manuf_0001,1
Trans_0003,15,,0.35,2,,,,Manuf_0001,1
Trans_0004,15,,0.35,2,,,,Manuf_0001,1
