stage_id,lead_time,max_s_time,cost_rate,risk_pool,ext_demand_mean,ext_demand_std,ext_demand_thres,up_stages
Manuf_0001,28.0,,20255,2,,,,Trans_0001,1,Trans_0002,1,Trans_0005,1,Trans_0007,1,Trans_0008,1,Trans_0009,1,Trans_0010,1,Trans_0011,1,Trans_0012,1,Trans_0013,1
Manuf_0002,34.0,,16395,2,,,,Trans_0001,1,Trans_0002,1,Trans_0006,1,Trans_0007,1,Trans_0008,1,Trans_0009,1,Trans_0010,1,Trans_0011,1,Trans_0012,1,Trans_0013,1
Manuf_0003,34.0,,21581,2,,,,Trans_0001,1,Trans_0003,1,Trans_0005,1,Trans_0008,1,Trans_0009,1,Trans_0010,1,Trans_0011,1,Trans_0012,1,Trans_0013,1
Manuf_0004,35.0,,19070,2,,,,Trans_0001,1,Trans_0003,1,Trans_0006,1,Trans_0007,1,Trans_0008,1,Trans_0009,1,Trans_0010,1,Trans_0011,1,Trans_0012,1,Trans_0013,1
Manuf_0005,34.0,,21641,2,,,,Trans_0001,1,Trans_0004,1,Trans_0005,1,Trans_0007,1,Trans_0008,1,Trans_0009,1,Trans_0010,1,Trans_0011,1,Trans_0012,1,Trans_0013,1
Manuf_0006,35.0,,19452,2,,,,Trans_0001,1,Trans_0004,1,Trans_0006,1,Trans_0007,1,Trans_0008,1,Trans_0009,1,Trans_0010,1,Trans_0011,1,Trans_0012,1,Trans_0013,1
Part_0001,7.0,,1091,2,,,
Part_0002,10.35,,5147,2,,,
Part_0003,10.19,,4696,2,,,
Part_0004,9.31,,4281,2,,,
Part_0005,25.0,,8045,2,,,
Part_0006,8.54,,8799,2,,,
Part_0007,10.0,,24192,2,,,
Part_0008,33.0,,10070,2,,,
Part_0009,6.0,,11179,2,,,
Part_0010,9.0,,11028,2,,,
Part_0011,7.0,,11269,2,,,
Part_0012,4.0,,11988,2,,,
Part_0013,7.0,,37499,2,,,
Retail_0001,6.0,10,849,,2.03,1.6,1.645,Manuf_0001,1
Retail_0002,4.0,10,726,,1.99,0.86,1.645,Manuf_0002,1
Retail_0003,6.0,10,953,,0.9,1.0,1.645,Manuf_0003,1
Retail_0004,5.0,10,1023,,1.34,1.09,1.645,Manuf_0004,1
Retail_0005,5.0,10,840,,0.74,0.81,1.645,Manuf_0005,1
Retail_0006,7.0,10,730,,1.07,0.67,1.645,Manuf_0006,1
Trans_0001,12.0,,98,2,,,,Part_0001,1
Trans_0002,8.0,,124,2,,,,Part_0002,1
Trans_0003,7.0,,142,2,,,,Part_0003,1
Trans_0004,7.0,,145,2,,,,Part_0004,1
Trans_0005,9.0,,138,2,,,,Part_0005,1
Trans_0006,9.0,,118,2,,,,Part_0006,1
Trans_0007,8.0,,321,2,,,,Part_0007,1
Trans_0008,6.66,,248,2,,,,Part_0008,1
Trans_0009,8.9,,90,2,,,,Part_0009,1
Trans_0010,34.0,,495,2,,,,Part_0010,1
Trans_0011,7.74,,35,2,,,,Part_0011,1
Trans_0012,8.71,,137,2,,,,Part_0012,1
Trans_0013,7.32,,148,2,,,,Part_0013,1
