stage_id,lead_time,max_s_time,cost_rate,risk_pool,ext_demand_mean,ext_demand_std,ext_demand_thres,up_stages
Dist_0001,109.83,,4.66,2,,,
Dist_0002,67.17,,10.85,2,,,
Dist_0003,58.0,,5.99,2,,,
Dist_0004,105.96,,11.67,2,,,
Dist_0005,49.0,,4.59,2,,,
Manuf_0001,8.0,,18.17,2,,,,Dist_0001,1
Manuf_0002,9.0,,71.62,2,,,,Dist_0002,1
Manuf_0003,9.0,,16.16,2,,,,Dist_0003,1
Manuf_0004,8.0,,6.92,2,,,,Dist_0001,1,Dist_0002,1,Dist_0003,1,Dist_0004,1,Dist_0005,1
Manuf_0005,6.0,,12.59,2,,,,Dist_0001,1,Dist_0002,1,Dist_0003,1,Dist_0004,1,Dist_0005,1
Manuf_0006,6.0,,19.55,2,,,,Dist_0002,1
Manuf_0007,6.0,,17.06,2,,,,Dist_0004,1
Manuf_0008,9.0,,18.18,2,,,,Dist_0005,1
Manuf_0009,9.0,,14.47,2,,,,Dist_0005,1
Retail_0001,0.0,1,0.0,,317.08,0.49,1.751,Dist_0001,1
Retail_0002,5.67,0,0.34,,32.0,0.56,1.751,Dist_0002,1
Retail_0003,2.88,0,0.21,,5.33,0.53,1.751,Dist_0003,1
Retail_0004,4.32,0,0.19,,12.05,0.43,1.751,Dist_0003,1
Retail_0005,3.8,0,0.14,,14.46,0.42,1.751,Dist_0002,1
Retail_0006,2.9,0,0.22,,30.82,0.83,1.751,Dist_0002,1
Retail_0007,0.0,1,0.0,,656.81,0.92,1.751,Dist_0002,1
Retail_0008,4.76,0,0.15,,5.35,0.53,1.751,Dist_0002,1
Retail_0009,4.38,0,0.31,,16.06,0.56,1.751,Dist_0003,1
Retail_0010,3.56,0,0.22,,25.97,0.49,1.751,Dist_0003,1
Retail_0011,0.0,5,0.0,,344.8,0.68,1.751,Dist_0003,1
Retail_0012,3.36,0,0.19,,11.5,0.53,1.751,Dist_0004,1
Retail_0013,0.0,4,0.0,,145.87,1.29,1.751,Dist_0004,1
Retail_0014,4.65,0,0.24,,10.74,0.5,1.751,Dist_0004,1
Retail_0015,3.39,0,0.25,,16.31,0.42,1.751,Dist_0004,1
Retail_0016,5.32,0,0.13,,4.0,0.61,1.751,Dist_0004,1
Retail_0017,2.57,0,0.14,,15.57,0.55,1.751,Dist_0005,1
Retail_0018,3.77,0,0.25,,12.0,0.58,1.751,Dist_0005,1
Retail_0019,4.05,0,0.23,,46.99,0.43,1.751,Dist_0005,1
Retail_0020,0.0,5,0.0,,1942.44,0.17,1.751,Dist_0005,1
Retail_0021,6.1,0,0.25,,33.0,0.48,1.751,Dist_0005,1
Retail_0022,0.0,4,0.0,,171.78,7.42,1.751,Manuf_0001,1
Retail_0023,0.0,3,0.0,,26.0,1.31,1.751,Manuf_0002,1
Retail_0024,0.0,6,0.0,,125.64,10.3,1.751,Manuf_0003,1
Retail_0025,0.0,4,0.0,,0.51,7.31,1.751,Manuf_0004,1
Retail_0026,0.0,2,0.0,,206.04,4.39,1.751,Manuf_0005,1
Retail_0027,0.0,1,0.0,,31.0,0.48,1.751,Manuf_0006,1
Retail_0028,0.0,1,0.0,,128.82,7.61,1.751,Manuf_0007,1
Retail_0029,0.0,5,0.0,,65.07,7.6,1.751,Manuf_0008,1
Retail_0030,0.0,1,0.0,,289.22,7.19,1.751,Manuf_0009,1
Retail_0031,0.0,5,0.0,,51.73,7.73,1.751,Trans_0001,1
Retail_0032,0.0,1,0.0,,46.01,9.46,1.751,Trans_0002,1
Retail_0033,0.0,1,0.0,,47.22,6.19,1.751,Trans_0003,1
Retail_0034,0.0,6,0.0,,68.73,12.64,1.751,Trans_0004,1
Retail_0035,0.0,0,0.0,,39.0,0.95,1.751,Trans_0005,1
Retail_0036,0.0,0,0.0,,27.0,1.04,1.751,Trans_0006,1
Retail_0037,0.0,6,0.0,,26.0,0.88,1.751,Trans_0007,1
Retail_0038,0.0,3,0.0,,41.0,0.63,1.751,Trans_0008,1
Retail_0039,0.0,6,0.0,,50.07,8.86,1.751,Trans_0009,1
Retail_0040,0.0,1,0.0,,58.64,4.31,1.751,Trans_0010,1
Retail_0041,0.0,5,0.0,,43.44,5.01,1.751,Trans_0011,1
Retail_0042,0.0,3,0.0,,72.96,9.15,1.751,Trans_0012,1
Retail_0043,0.0,2,0.0,,42.0,0.48,1.751,Trans_0013,1
Retail_0044,0.0,4,0.0,,23.0,1.57,1.751,Trans_0014,1
Retail_0045,0.0,1,0.0,,4.33,3.96,1.751,Trans_0015,1
Retail_0046,0.0,4,0.0,,24.21,1.44,1.751,Trans_0016,1
